School Year,School District,BEDS Code,School Name,Local School Code,School Type,Part B,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,Pre-K Enrollment,Preschool Special Ed Enrollment,K-12 FRPL Count,K-12 ELL Count,K-12 SWD Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Paraprofessional Classroom Staff,Principals & Other Admin Staff,Pupil Support Services Staff, All Remaining Staff , Total Staff , Part C , Classroom Teachers , All Other Salaries , Employee Benefits , BOCES Services , All Other , Total Allocation by Object , Grades K-12 , Pre-K , Grades K- 12 , Preschool , School Administration , Instructional Media , Pupil Support Services , Total Allocation by Purpose , State & Local Funding , Federal Funding , Total Funding Source by School , State & Local Funding per Pupil , Federal Funding per Pupil , Central District Costs , Total School Allocation w/ Central District Costs , Total School Funding per Pupil , Part D , Does this school offer a Pre-K program? (Y/N) , Does this school offer student/family support or community schools services? (Y/N) , 4-Year-Old Full-Day , 4-Year-Old Half-Day , 3-Year-Old Full-Day , 3-Year-Old Half-Day , Total Pre-K Enrollment , State Grants , Other State & Local Funding , Federal Funding  , Total Pre-K Spending , Community Schools Site Coordinator (FTE Basis) , Enriched Academic Services ," Health, Mental Health/Counseling, Dental Care ", Nutrition Services , Legal Services , After-School Programs/Extended Day Programs , All Other  , Total Community Schools Spending , Foundation Aid Community Schools Set-Aside , Other State & Local Funding  , Federal Funding   , Part E ,Local Formula Allocation, Allocation If Local Formula Fully Funded ,Difference,% Funded, Total Funding (See Part C) ,Local Formula as % of Total Funding, Other Funding 
2017-18,New York City,331300010011,P.S. 011 Purvis J. Behan,K011,Elementary School,Part B,K,5,Yes,,No,,822,67,5,381,7,87,23.0,26.0,15.0,3.0,2.8,3.0,72.8,Part C," 44,05,969.00 "," 14,95,906.00 "," 35,93,386.15 ", -   ," 3,82,858.00 "," 98,78,119.15 "," 66,09,264.88 "," 8,39,920.80 "," 18,67,249.64 "," 57,925.57 "," 4,36,067.28 "," 5,121.00 "," 62,569.98 "," 98,78,119.15 "," 96,77,068.15 "," 2,01,051.00 "," 98,78,119.15 "," 11,046.88 ", 229.51 ," 58,46,423.62 "," 1,57,24,542.77 "," 17,950.39 ", Part D ,Yes,No, 58.00 , -   , -   , - , 58 ," 3,86,601 "," 4,53,319 ", -   ," 8,39,920.80 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"71,57,222.00 "," 74,50,846.00 ","(2,93,624.00)",96.0592%," 98,78,119.15 ",72.4553%," 27,20,897.15 "
2017-18,New York City,331300010020,P.S. 020 Clinton Hill,K020,Elementary School,Part B,K,5,Yes,,No,,403,53,1,274,20,56,4.0,26.0,9.9,2.0,3.9,4.0,49.8,Part C," 28,64,507.00 "," 14,39,824.00 "," 26,20,713.49 ", -   ," 1,11,014.00 "," 70,36,058.49 "," 42,87,758.63 "," 7,08,047.45 "," 15,74,831.16 "," 15,734.39 "," 4,39,313.95 "," 2,504.00 "," 7,868.91 "," 70,36,058.49 "," 65,60,907.49 "," 4,75,151.00 "," 70,36,058.49 "," 13,989.14 "," 1,013.12 "," 31,30,105.80 "," 1,01,66,164.28 "," 21,676.26 ", Part D ,Yes,No, 45.00 , -   , -   , - , 45 ," 2,02,775 "," 5,05,272 ", -   ," 7,08,047.45 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"41,68,744.00 "," 43,29,709.00 ","(1,60,965.00)",96.2823%," 70,36,058.49 ",59.2483%," 28,67,314.49 "
2017-18,New York City,331300010044,P.S. 044 Marcus Garvey,K044,Elementary School,Part B,K,5,Yes,,No,,128,10,1,124,15,28,1.7,15.0,8.3,2.0,1.9,2.0,30.9,Part C," 12,99,707.00 "," 10,51,752.00 "," 14,31,697.59 ", -   ," 25,587.00 "," 38,08,743.59 "," 19,55,615.15 "," 2,39,157.83 "," 10,91,095.40 "," 18,396.76 "," 4,65,086.20 ", 791.00 ," 38,601.26 "," 38,08,743.59 "," 35,64,537.59 "," 2,44,206.00 "," 38,08,743.59 "," 24,084.71 "," 1,650.04 "," 9,87,751.94 "," 47,96,495.52 "," 32,408.75 ", Part D ,Yes,No, 13.00 , -   , -   , - , 13 ," 1,10,000 "," 1,29,158 ", -   ," 2,39,157.83 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"17,33,939.00 "," 18,72,299.00 ","(1,38,360.00)",92.6102%," 38,08,743.59 ",45.5252%," 20,74,804.59 "
2017-18,New York City,331300010046,P.S. 046 Edward C. Blum,K046,Elementary School,Part B,K,5,Yes,,No,,238,41,0,222,44,78,3.0,23.0,13.0,1.2,2.9,3.0,46.1,Part C," 22,32,652.00 "," 11,88,354.00 "," 20,82,896.64 ", -   ," 40,290.00 "," 55,44,192.64 "," 25,70,563.39 "," 7,17,302.16 "," 19,68,913.54 ", -   ," 2,85,930.54 "," 1,483.00 ", -   ," 55,44,192.64 "," 51,18,769.64 "," 4,25,423.00 "," 55,44,192.64 "," 21,151.94 "," 1,757.95 "," 16,15,107.89 "," 71,59,300.53 "," 29,583.89 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 1,56,864 "," 5,60,438 ", -   ," 7,17,302.16 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"25,00,193.00 "," 27,25,538.00 ","(2,25,345.00)",91.7321%," 55,44,192.64 ",45.0957%," 30,43,999.64 "
2017-18,New York City,331300010054,P.S. 054 Samuel C. Barnes,K054,Elementary School,Part B,K,5,Yes,,No,,178,23,7,170,31,32,9.0,16.0,6.6,2.0,0.9,2.0,36.5,Part C," 19,70,602.00 "," 9,37,426.00 "," 17,70,567.41 ", -   ," 76,817.00 "," 47,55,412.41 "," 20,63,926.31 "," 8,60,423.59 "," 11,68,540.37 "," 1,72,084.72 "," 4,69,227.39 "," 1,109.00 "," 20,101.03 "," 47,55,412.41 "," 44,39,801.41 "," 3,15,611.00 "," 47,55,412.41 "," 20,650.24 "," 1,467.96 "," 14,34,909.91 "," 61,90,322.32 "," 28,792.20 ", Part D ,Yes,No, 40.00 , -   , -   , - , 40 ," 84,171 "," 7,76,253 ", -   ," 8,60,423.59 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"22,49,219.00 "," 23,80,284.00 ","(1,31,065.00)",94.4937%," 47,55,412.41 ",47.2981%," 25,06,193.41 "
2017-18,New York City,331300010056,P.S. 056 Lewis H. Latimer,K056,Elementary School,Part B,K,5,Yes,,No,,197,17,1,160,12,42,4.7,16.0,11.0,1.0,5.7,3.0,41.4,Part C," 21,57,647.00 "," 13,47,248.00 "," 21,33,972.87 ", -   ," 1,29,038.00 "," 57,67,905.87 "," 32,10,830.49 "," 4,61,293.66 "," 17,21,323.43 "," 32,949.55 "," 2,35,261.26 "," 1,252.00 "," 1,04,995.49 "," 57,67,905.87 "," 53,31,374.87 "," 4,36,531.00 "," 57,67,905.87 "," 21,672.26 "," 1,774.52 "," 16,41,803.89 "," 74,09,709.77 "," 30,120.77 ", Part D ,Yes,No, 28.00 , -   , -   , - , 28 ," 68,867 "," 3,92,427 ", -   ," 4,61,293.66 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"23,43,169.00 "," 25,57,901.00 ","(2,14,732.00)",91.6051%," 57,67,905.87 ",40.6243%," 34,24,736.87 "
2017-18,New York City,331300010067,P.S. 067 Charles A. Dorsey,K067,Elementary School,Part B,K,5,Yes,,No,,201,17,1,200,22,73,7.0,14.0,12.0,1.0,2.9,3.0,39.9,Part C," 17,74,448.00 "," 12,67,308.00 "," 18,51,988.37 ", -   ," 2,06,706.00 "," 51,00,450.37 "," 26,14,034.34 "," 2,13,266.41 "," 19,16,881.95 "," 16,405.11 "," 2,65,259.97 "," 6,252.00 "," 68,350.60 "," 51,00,450.37 "," 46,80,681.37 "," 4,19,769.00 "," 51,00,450.37 "," 20,803.03 "," 1,865.64 "," 15,01,649.90 "," 66,02,100.28 "," 29,342.67 ", Part D ,Yes,Yes, 13.00 , -   , -   , - , 13 ," 65,041 "," 1,48,225 ", -   ," 2,13,266.41 ", 1.0 ," 1,54,863.22 "," 1,35,762.90 ", -   , -   ," 1,68,814.50 "," 1,01,288.70 "," 5,60,729.32 "," 2,78,888.00 "," 2,81,841.32 ", -   , Part E ,"28,18,445.00 "," 28,18,446.00 ",(1.00),100.0000%," 51,00,450.37 ",55.2587%," 22,82,005.37 "
2017-18,New York City,331300010093,P.S. 093 William H. Prescott,K093,Elementary School,Part B,K,5,Yes,,No,,245,30,2,240,31,50,3.2,18.0,12.6,1.0,1.0,2.0,37.8,Part C," 18,87,487.00 "," 8,54,671.00 "," 16,69,576.63 ", -   ," 2,90,116.00 "," 47,01,850.63 "," 27,89,800.45 "," 4,82,758.24 "," 9,80,613.07 "," 34,482.73 "," 2,69,809.81 "," 1,520.00 "," 1,42,866.32 "," 47,01,850.63 "," 43,66,981.63 "," 3,34,869.00 "," 47,01,850.63 "," 16,174.01 "," 1,240.26 "," 18,01,979.88 "," 65,03,830.51 "," 24,088.26 ", Part D ,Yes,No, 28.00 , -   , -   , - , 28 ," 1,26,256 "," 3,56,502 ", -   ," 4,82,758.24 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"26,31,445.00 "," 28,84,844.00 ","(2,53,399.00)",91.2162%," 47,01,850.63 ",55.9662%," 20,70,405.63 "
2017-18,New York City,331300010113,M.S. 113 Ronald Edmonds Learning Center,K113,Middle/Junior High School,Part B,6,8,Yes,,No,,305,0,0,278,18,92,4.0,22.0,9.8,2.0,3.0,3.0,43.8,Part C," 29,01,572.00 "," 11,74,915.00 "," 24,81,989.53 ", -   ," 56,845.00 "," 66,15,321.53 "," 43,29,695.28 ", -   ," 18,19,220.84 ", -   ," 4,56,028.34 "," 1,900.00 "," 8,477.06 "," 66,15,321.53 "," 60,79,740.53 "," 5,35,581.00 "," 66,15,321.53 "," 18,148.48 "," 1,598.75 "," 22,35,789.85 "," 88,51,111.38 "," 26,421.23 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"42,80,367.00 "," 46,96,297.00 ","(4,15,930.00)",91.1434%," 66,15,321.53 ",64.7038%," 23,34,954.53 "
2017-18,New York City,331300010133,P.S. 133 William A. Butler,K133,Elementary School,Part B,K,5,Yes,,No,,722,44,8,260,38,108,17.0,40.0,17.6,3.0,3.7,2.0,83.3,Part C," 47,43,514.00 "," 18,80,994.00 "," 40,33,364.87 ", -   ," 1,77,070.00 "," 1,08,34,942.87 "," 65,84,394.44 "," 8,39,138.20 "," 26,59,346.70 "," 72,968.54 "," 6,74,608.99 "," 4,486.00 ", -   ," 1,08,34,942.87 "," 1,00,09,345.87 "," 8,25,597.00 "," 1,08,34,942.87 "," 13,328.02 "," 1,099.33 "," 50,12,173.67 "," 1,58,47,116.55 "," 21,101.35 ", Part D ,Yes,No, 46.00 , -   , -   , - , 46 ," 2,87,127 "," 5,52,012 ", -   ," 8,39,138.20 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"69,75,307.00 "," 71,77,071.00 ","(2,01,764.00)",97.1888%," 1,08,34,942.87 ",64.3779%," 38,59,635.87 "
2017-18,New York City,331300010256,P.S. 256 Benjamin Banneker,K256,Elementary School,Part B,K,5,Yes,,No,,213,15,2,207,25,48,2.0,16.0,9.0,2.0,3.9,2.0,34.9,Part C," 15,03,885.00 "," 13,18,086.00 "," 17,18,171.18 ", -   ," 71,445.00 "," 46,11,587.18 "," 23,97,906.87 "," 2,22,889.86 "," 12,99,362.94 "," 37,148.31 "," 4,93,310.34 "," 1,327.00 "," 1,59,641.86 "," 46,11,587.18 "," 40,96,388.18 "," 5,15,199.00 "," 46,11,587.18 "," 19,322.59 "," 2,430.18 "," 14,14,887.91 "," 60,26,475.08 "," 28,426.77 ", Part D ,Yes,No, 12.00 , -   , -   , - , 12 ," 57,389 "," 1,65,501 ", -   ," 2,22,889.86 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"23,81,958.00 "," 25,99,405.00 ","(2,17,447.00)",91.6347%," 46,11,587.18 ",51.6516%," 22,29,629.18 "
2017-18,New York City,331300010265,Dr. Susan S. McKinney Secondary School of the Arts,K265,Junior-Senior High School,Part B,6,12,Yes,,No,,370,0,0,339,17,90,1.0,35.0,3.0,2.0,3.0,2.0,46.0,Part C," 32,92,390.00 "," 10,50,420.00 "," 26,44,141.62 ", -   ," 72,104.00 "," 70,59,055.62 "," 47,46,148.94 ", -   ," 15,31,530.22 ", -   ," 5,10,282.15 "," 2,430.00 "," 2,68,664.31 "," 70,59,055.62 "," 64,35,199.62 "," 6,23,856.00 "," 70,59,055.62 "," 18,438.97 "," 1,787.55 "," 23,29,225.85 "," 93,88,281.47 "," 26,900.52 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"48,67,461.00 "," 53,41,561.00 ","(4,74,100.00)",91.1243%," 70,59,055.62 ",68.9534%," 21,91,594.62 "
2017-18,New York City,331300010266,M.S. K266 - Park Place Community Middle School,K266,Middle/Junior High School,Part B,6,8,Yes,,No,,160,0,0,135,9,60,4.0,11.0,5.0,1.0,1.0,2.0,24.0,Part C," 14,01,825.00 "," 6,88,006.00 "," 12,72,404.07 ", -   ," 45,062.00 "," 34,07,297.07 "," 23,10,857.92 ", -   ," 5,68,670.72 ", -   ," 2,53,140.46 "," 1,047.00 "," 2,73,580.97 "," 34,07,297.07 "," 31,66,345.07 "," 2,40,952.00 "," 34,07,297.07 "," 20,969.17 "," 1,595.71 "," 10,07,773.93 "," 44,15,071.00 "," 29,238.88 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"22,77,965.00 "," 24,89,860.00 ","(2,11,895.00)",91.4897%," 34,07,297.07 ",66.8555%," 11,29,332.07 "
2017-18,New York City,331300010282,P.S. 282 Park Slope,K282,K-8 School,Part B,K,8,No,No,No,,661,79,2,377,25,131,9.0,47.0,24.6,4.0,4.9,2.5,92.0,Part C," 43,86,100.00 "," 21,09,662.00 "," 39,54,977.22 ", -   ," 1,22,651.00 "," 1,05,73,390.22 "," 48,68,983.50 "," 11,47,142.52 "," 38,20,523.37 "," 30,590.47 "," 6,38,939.07 "," 4,112.00 "," 63,099.29 "," 1,05,73,390.22 "," 1,00,84,136.22 "," 4,89,254.00 "," 1,05,73,390.22 "," 16,450.47 ", 798.13 ," 40,91,161.73 "," 1,46,64,551.96 "," 23,922.60 ", Part D ,Yes,No, 75.00 , -   , -   , - , 75 ," 4,16,339 "," 7,30,804 ", -   ," 11,47,142.52 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"58,11,828.00 "," 59,84,098.00 ","(1,72,270.00)",97.1212%," 1,05,73,390.22 ",54.9666%," 47,61,562.22 "
2017-18,New York City,331300010287,P.S. 287 Bailey K. Ashford,K287,Elementary School,Part B,K,5,Yes,,No,,166,12,1,157,12,42,8.5,9.7,7.9,2.0,1.0,2.0,31.1,Part C," 12,11,584.00 "," 10,38,364.00 "," 13,69,892.11 ", -   ," 2,45,871.00 "," 38,65,711.11 "," 22,00,042.10 "," 1,89,209.32 "," 9,20,337.74 "," 31,534.89 "," 4,39,682.38 "," 8,690.00 "," 76,214.68 "," 38,65,711.11 "," 35,72,567.11 "," 2,93,144.00 "," 38,65,711.11 "," 20,650.68 "," 1,694.47 "," 11,54,601.92 "," 50,20,313.03 "," 29,019.15 ", Part D ,Yes,No, 12.00 , -   , -   , - , 12 ," 45,911 "," 1,43,298 ", -   ," 1,89,209.32 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"20,20,995.00 "," 20,61,020.00 ","(40,025.00)",98.0580%," 38,65,711.11 ",52.2800%," 18,44,716.11 "
2017-18,New York City,331300010301,Satellite East Middle School,K301,Middle/Junior High School,Part B,6,8,Yes,,No,,99,0,0,94,10,33,2.0,7.0,1.0,2.0,1.0,2.0,15.0,Part C," 9,97,787.00 "," 6,24,749.00 "," 9,87,889.17 ", -   ," 1,32,557.00 "," 27,42,982.17 "," 18,22,633.81 ", -   ," 2,63,557.80 ", -   ," 4,96,537.70 ", 611.00 ," 1,59,641.86 "," 27,42,982.17 "," 26,36,701.17 "," 1,06,281.00 "," 27,42,982.17 "," 27,465.64 "," 1,107.09 "," 6,40,703.96 "," 33,83,686.13 "," 35,246.73 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 2,85,533.38 "," 70,200.00 ", -   , -   ," 1,61,000.00 "," 96,600.00 "," 6,13,333.38 "," 3,05,051.00 "," 3,08,282.38 ", -   , Part E ,"18,91,657.00 "," 18,91,657.00 ",0.00 ,100.0000%," 27,42,982.17 ",68.9635%," 8,51,325.17 "
2017-18,New York City,331300010305,P.S. 305 Dr. Peter Ray,K305,Elementary School,Part B,K,5,Yes,,No,,132,6,1,128,24,32,1.0,11.7,9.0,1.0,4.0,2.0,28.7,Part C," 12,75,794.00 "," 9,82,351.00 "," 13,74,882.89 ", -   ," 1,05,029.00 "," 37,38,056.89 "," 20,03,535.43 "," 2,19,765.30 "," 10,48,139.72 "," 36,627.55 "," 2,69,525.04 ", 822.00 ," 1,59,641.86 "," 37,38,056.89 "," 33,49,755.89 "," 3,88,301.00 "," 37,38,056.89 "," 22,943.53 "," 2,659.60 "," 9,74,403.94 "," 47,12,460.83 "," 32,277.13 ", Part D ,Yes,No, 12.00 , -   , -   , - , 12 ," 22,956 "," 1,96,810 ", -   ," 2,19,765.30 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"17,46,317.00 "," 18,93,234.00 ","(1,46,917.00)",92.2399%," 37,38,056.89 ",46.7172%," 19,91,739.89 "
2017-18,New York City,331300010307,P.S. 307 Daniel Hale Williams,K307,Elementary School,Part B,K,5,Yes,,No,,323,39,4,267,9,127,10.0,35.0,25.0,2.0,7.4,3.5,82.9,Part C," 37,47,835.00 "," 22,63,061.00 "," 36,59,764.13 ", -   ," 1,21,753.00 "," 97,92,413.13 "," 31,02,701.98 "," 8,65,474.73 "," 52,93,520.82 "," 59,009.64 "," 4,38,392.07 "," 2,012.00 "," 31,301.88 "," 97,92,413.13 "," 92,43,068.13 "," 5,49,345.00 "," 97,92,413.13 "," 24,260.02 "," 1,441.85 "," 25,42,793.83 "," 1,23,35,206.97 "," 32,375.87 ", Part D ,Yes,No, 44.00 , -   , -   , - , 44 ," 1,49,212 "," 7,16,263 ", -   ," 8,65,474.73 ", -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"37,68,099.00 "," 40,20,984.00 ","(2,52,885.00)",93.7109%," 97,92,413.13 ",38.4798%," 60,24,314.13 "
2017-18,New York City,331300010313,Dock Street School for STEAM Studies,K313,Middle/Junior High School,Part B,6,8,Yes,,No,,199,0,0,144,3,50,6.5,13.0,4.0,1.0,1.0,3.0,28.5,Part C," 19,30,887.00 "," 10,05,694.00 "," 17,87,952.05 ", -   ," 59,984.00 "," 47,84,517.05 "," 28,15,053.71 ", -   ," 13,45,137.93 ", -   ," 4,63,443.56 "," 1,240.00 "," 1,59,641.86 "," 47,84,517.05 "," 46,49,123.05 "," 1,35,394.00 "," 47,84,517.05 "," 17,744.74 ", 516.77 ," 17,48,587.89 "," 65,33,104.93 "," 24,935.52 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"28,57,930.00 "," 30,43,077.00 ","(1,85,147.00)",93.9158%," 47,84,517.05 ",59.7329%," 19,26,587.05 "
2017-18,New York City,331300010351,The Urban Assembly Unison School,K351,Middle/Junior High School,Part B,6,8,Yes,,No,,149,0,0,133,12,47,0.0,16.0,5.0,2.0,1.0,2.0,26.0,Part C," 14,18,004.00 "," 7,59,501.00 "," 13,25,784.82 ", -   ," 58,715.00 "," 35,62,004.82 "," 24,08,694.82 ", -   ," 6,05,605.20 ", -   ," 4,46,318.90 ", 966.00 ," 1,00,419.90 "," 35,62,004.82 "," 33,40,535.82 "," 2,21,469.00 "," 35,62,004.82 "," 20,369.12 "," 1,350.42 "," 10,94,535.93 "," 46,56,540.75 "," 28,393.54 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 45,000.00 "," 45,000.00 ", -   , -   ," 2,25,000.00 "," 1,35,000.00 "," 4,50,000.00 "," 2,23,815.00 "," 2,26,185.00 ", -   , Part E ,"27,60,959.00 "," 27,60,959.00 ",0.00 ,100.0000%," 35,62,004.82 ",77.5114%," 8,01,045.82 "
2017-18,New York City,331300010691,Fort Greene Preparatory Academy,K691,Middle/Junior High School,Part B,6,8,Yes,,No,,201,0,0,182,15,66,10.0,12.0,5.0,2.0,1.0,3.0,33.0,Part C," 17,14,240.00 "," 8,62,792.00 "," 15,69,038.84 ", -   ," 97,553.00 "," 42,43,623.84 "," 23,86,928.80 ", -   ," 13,27,020.61 ", -   ," 4,49,565.57 "," 1,246.00 "," 78,862.85 "," 42,43,623.84 "," 39,26,558.84 "," 3,17,065.00 "," 42,43,623.84 "," 21,339.99 "," 1,723.18 "," 12,28,015.92 "," 54,71,639.76 "," 29,737.17 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"30,05,606.00 "," 30,49,010.00 ","(43,404.00)",98.5765%," 42,43,623.84 ",70.8264%," 12,38,017.84 "
2017-18,New York City,331300011350,Urban Assembly School for Music and Art,K350,Senior High School,Part B,9,12,Yes,,No,,221,0,0,189,7,50,7.7,6.0,2.0,3.0,1.0,6.0,25.7,Part C," 8,53,176.00 "," 13,08,215.00 "," 13,15,973.73 ", -   ," 75,393.00 "," 35,52,757.73 "," 22,04,327.65 ", -   ," 5,29,026.92 ", -   ," 6,96,445.98 "," 1,302.00 "," 1,21,655.18 "," 35,52,757.73 "," 32,77,525.73 "," 2,75,232.00 "," 35,52,757.73 "," 17,433.65 "," 1,464.00 "," 12,54,711.92 "," 48,07,469.65 "," 25,571.65 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 1,95,467.19 "," 31,235.70 ", -   , -   ," 1,56,178.50 "," 93,707.10 "," 4,76,588.49 "," 81,683.00 "," 82,548.49 "," 3,12,357.00 ", Part E ,"24,23,853.00 "," 26,56,123.00 ","(2,32,270.00)",91.2553%," 35,52,757.73 ",68.2246%," 11,28,904.73 "
2017-18,New York City,331300011412,Brooklyn Community Arts & Media High School (BCAM),K412,Senior High School,Part B,9,12,Yes,,No,,425,0,0,373,14,106,7.7,24.0,4.0,3.0,2.0,3.0,43.7,Part C," 27,48,117.00 "," 14,35,528.00 "," 25,47,233.21 ", -   ," 2,64,031.00 "," 69,94,909.21 "," 45,49,113.65 ", -   ," 15,24,512.39 ", -   ," 6,91,876.83 "," 2,598.00 "," 2,26,808.33 "," 69,94,909.21 "," 66,16,396.21 "," 3,78,513.00 "," 69,94,909.21 "," 14,969.22 ", 856.36 ," 29,49,907.81 "," 99,44,817.02 "," 22,499.59 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 3,20,235.13 "," 1,20,781.50 ", -   , -   ," 1,73,907.50 "," 1,04,344.50 "," 7,19,268.63 "," 3,57,740.00 "," 3,61,528.63 ", -   , Part E ,"54,33,326.00 "," 60,02,128.00 ","(5,68,802.00)",90.5233%," 69,94,909.21 ",77.6754%," 15,61,583.21 "
2017-18,New York City,331300011419,"Science Skills Center High School for Science, Technology and the Creative Arts",K419,Senior High School,Part B,9,12,Yes,,No,,562,0,0,457,17,81,10.5,27.0,9.0,3.0,5.0,4.0,58.5,Part C," 30,93,411.00 "," 16,18,098.00 "," 28,68,625.85 ", -   ," 2,03,402.00 "," 77,83,536.85 "," 53,23,601.37 ", -   ," 14,15,181.04 ", -   ," 6,58,752.12 "," 3,489.00 "," 3,82,513.32 "," 77,83,536.85 "," 71,55,962.85 "," 6,27,574.00 "," 77,83,536.85 "," 12,380.56 "," 1,085.77 "," 38,57,571.75 "," 1,16,41,108.60 "," 20,140.33 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 23,730.70 "," 23,730.70 ", -   , -   ," 1,18,653.50 "," 71,192.10 "," 2,37,307.00 ", -   , -   ," 2,37,307.00 ", Part E ,"59,54,803.00 "," 62,19,178.00 ","(2,64,375.00)",95.7490%," 77,83,536.85 ",76.5051%," 18,28,733.85 "
2017-18,New York City,331300011430,Brooklyn Technical High School,K430,Senior High School,Part B,9,12,Yes,,No,,"5,838",0,0,"3,548",0,75,28.0,237.0,28.0,15.7,28.9,18.0,355.6,Part C," 2,62,16,253.00 "," 91,08,651.00 "," 2,15,07,744.71 ", -   ," 12,63,335.00 "," 5,80,95,983.71 "," 5,03,62,817.25 ", -   ," 7,88,760.47 ", -   ," 30,59,503.26 "," 36,277.00 "," 38,48,625.73 "," 5,80,95,983.71 "," 5,76,10,592.71 "," 4,85,391.00 "," 5,80,95,983.71 "," 9,650.02 ", 81.31 ," 3,98,43,777.40 "," 9,79,39,761.11 "," 16,405.32 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"5,31,88,865.00 "," 5,90,68,532.00 ","(58,79,667.00)",90.0460%," 5,80,95,983.71 ",91.5534%," 49,07,118.71 "
2017-18,New York City,331300011439,Brooklyn International High School,K439,Senior High School,Part B,9,12,Yes,,No,,354,0,0,273,267,12,5.0,20.0,5.2,3.0,2.0,4.0,39.2,Part C," 21,41,636.00 "," 11,89,955.00 "," 20,28,455.87 ", -   ," 1,64,168.00 "," 55,24,214.87 "," 46,39,423.31 ", -   ," 72,858.61 ", -   ," 4,85,076.22 "," 2,193.00 "," 3,24,663.72 "," 55,24,214.87 "," 52,05,205.87 "," 3,19,009.00 "," 55,24,214.87 "," 14,745.63 ", 903.71 ," 23,55,921.85 "," 78,80,136.71 "," 22,323.33 ", Part D ,No,Yes, -   , -   , -   , - , - , - , - , -   , -   , 1.0 ," 2,61,679.17 "," 24,698.20 ", -   , -   ," 1,23,491.00 "," 74,094.60 "," 4,83,962.97 "," 1,17,866.00 "," 1,19,114.97 "," 2,46,982.00 ", Part E ,"44,87,626.00 "," 49,41,403.00 ","(4,53,777.00)",90.8168%," 55,24,214.87 ",81.2355%," 10,36,588.87 "
2017-18,New York City,331300011483,The Urban Assembly School for Law and Justice,K483,Senior High School,Part B,9,12,Yes,,No,,449,0,0,346,6,76,7.7,23.0,7.0,3.0,2.0,6.0,48.7,Part C," 24,52,141.00 "," 13,53,431.00 "," 23,17,041.57 ", -   ," 77,711.00 "," 62,00,324.57 "," 43,22,536.20 ", -   ," 10,90,390.22 ", -   ," 6,33,345.08 "," 2,766.00 "," 1,51,287.07 "," 62,00,324.57 "," 58,55,070.57 "," 3,45,254.00 "," 62,00,324.57 "," 13,276.80 ", 782.89 ," 29,43,233.81 "," 91,43,558.38 "," 20,733.69 ", Part D ,No,No, -   , -   , -   , - , - , - , - , -   , -   , -  , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , Part E ,"47,45,476.00 "," 52,22,546.00 ","(4,77,070.00)",90.8652%," 62,00,324.57 ",76.5359%," 14,54,848.57 "
